wals_code,iso_code,glottocode,name,lat,lon,genus,family,subfamily
lrk,alo,lari1255,Larike,-3.75,127.916666667,Central Malayo-Polynesian,Austronesian,__
lsa,aed,arge1236,Lengua de Señas Argentina,-34.0,-63.0,Sign Languages,other,__
lsb,bzs,braz1236,Língua de Sinais Brasileira,-15.0,-48.0,Sign Languages,other,__
lse,ssp,span1263,Lengua de Señas Española,40.0,-3.0,Sign Languages,other,__
lsf,fsl,fren1243,Langue des Signes Française,47.0,3.0,Sign Languages,other,__
lsq,fcs,queb1245,Langue des Signes Québecoise,48.0,-75.0,Sign Languages,other,__
lu,khb,luuu1242,Lü,22.0,100.666666667,Kam-Tai,Tai-Kadai,__
lua,nie,niel1243,Lua,9.75,17.75,Adamawa,Niger-Congo,Adamawa-Ubangi
luc,lch,luch1239,Lucazi,-14.0,20.0,Bantoid,Niger-Congo,Benue-Congo
lud,lnd,lund1271,Lun Dayeh,4.0,115.916666667,North Borneo,Austronesian,__
lug,lgg,lugb1240,Lugbara,3.08333333333,30.9166666667,Moru-Ma'di,Nilo-Saharan,Central Sudanic
lui,lui,luis1253,Luiseño,33.3333333333,-117.166666667,Takic,Uto-Aztecan,__
lul,_29,lule1238,Lule,-28.0,-64.0,Lule,Lule,__
lum,str,stra1244,Lummi,48.7,-122.666666667,Central Salish,Salishan,__
lun,nst,tase1235,Lungchang,27.5,96.4166666667,Northern Naga,Sino-Tibetan,Tibeto-Burman
luo,luo,luok1236,Luo,-0.5,34.75,Nilotic,Nilo-Saharan,Eastern Sudanic
lur,lrc,nort2645,Luri,33.5,48.5,Iranian,Indo-European,__
lus,lut,lush1252,Lushootseed,48.0,-122.0,Central Salish,Salishan,__
luv,lue,luva1239,Luvale,-12.0,22.0,Bantoid,Niger-Congo,Benue-Congo
lux,ltz,luxe1241,Luxemburgeois,49.8333333333,6.16666666667,Germanic,Indo-European,__
luy,luy,saam1283,Luyia,0.416666666667,34.5,Bantoid,Niger-Congo,Benue-Congo
lye,lee,lyel1241,Lyele,12.5,-2.66666666667,Gur,Niger-Congo,__
ma,msj,made1252,Ma,3.5,28.0,Ubangi,Niger-Congo,Adamawa-Ubangi
maa,mas,masa1300,Maasai,-3.0,36.0,Nilotic,Nilo-Saharan,Eastern Sudanic
mab,mde,maba1277,Maba,13.75,20.8333333333,Maban,Nilo-Saharan,__
mac,mbc,macu1259,Macushi,4.0,-60.0,Cariban,Cariban,__
mad,mhi,madi1260,Ma'di,3.25,31.5,Moru-Ma'di,Nilo-Saharan,Central Sudanic
mae,mme,maee1241,Mae,-16.0,167.25,Oceanic,Austronesian,Eastern Malayo-Polynesian
mag,mgp,east2352,Magar,28.0,83.0,Mahakiranti,Sino-Tibetan,Tibeto-Burman
mah,mrj,west2392,Mari (Hill),57.0,58.0,Mari,Uralic,Finno-Ugric
mai,mai,mait1250,Maithili,26.0,86.0,Indic,Indo-European,__
maj,mpe,maja1242,Majang,6.75,35.0,Surmic,Nilo-Saharan,Eastern Sudanic
mak,myh,maka1318,Makah,48.3333333333,-124.666666667,Southern Wakashan,Wakashan,__
mal,plt,plat1254,Malagasy,-20.0,47.0,Barito,Austronesian,__
mam,mvc,mamc1234,Mam,15.0,-91.8333333333,Mayan,Mayan,__
man,mev,mann1248,Mano,7.0,-9.0,Eastern Mande,Niger-Congo,Mande
mao,mri,maor1246,Maori,-40.0,176.0,Oceanic,Austronesian,Eastern Malayo-Polynesian
map,arn,mapu1245,Mapudungun,-38.0,-72.0,Araucanian,Araucanian,__
mar,mrc,mari1440,Maricopa,33.1666666667,-113.166666667,Yuman,Hokan,__
mas,mcn,masa1322,Masa,10.5,15.5,Masa,Afro-Asiatic,Chadic
mau,mph,maun1240,Maung,-11.9166666667,133.5,Iwaidjan,Australian,__
mav,mbw,mari1435,Maring,-5.5,144.666666667,Chimbu,Trans-New Guinea,__
maw,mlq,west2500,Maninka (Western),13.0,-11.0,Western Mande,Niger-Congo,Mande
max,mbl,maxa1247,Maxakalí,-18.0,-40.0,Maxakalí,Macro-Ge,__
may,ayz,maib1239,Maybrat,-1.33333333333,132.5,North-Central Bird's Head,West Papuan,__
maz,maz,maza1293,Mazahua,19.4166666667,-99.9166666667,Otomian,Oto-Manguean,__
mba,mfc,mbaa1245,Mba,1.0,25.0,Ubangi,Niger-Congo,Adamawa-Ubangi
mbb,_30,mbab1239,Mbabaram,-17.1666666667,145.0,Pama-Nyungan,Australian,Mon-Khmer
mbe,mdt,mber1257,Mbere,-0.5,14.0,Bantoid,Niger-Congo,Benue-Congo
mbg,mhd,mbug1240,Mbugu,-4.33333333333,38.1666666667,Southern Cushitic,Afro-Asiatic,Cushitic
mbi,baw,bamb1266,Mbili,6.11666666667,10.2,Bantoid,Niger-Congo,Benue-Congo
mbl,mdq,mbol1247,Mbole,-0.666666666667,24.6666666667,Bantoid,Niger-Congo,Benue-Congo
mbm,mdd,mbum1254,Mbum,7.75,13.1666666667,Adamawa,Niger-Congo,Adamawa-Ubangi
mbo,mxk,nucl1458,Monumbo,-4.25,145.0,Monumbo,Monumbo,__
mbr,mpk,mbar1260,Mbara,11.0,15.4166666667,Biu-Mandara,Afro-Asiatic,Chadic
mbt,mdj,mang1394,Mangbetu,2.5,26.5,Mangbetu,Nilo-Saharan,Central Sudanic
mbu,mle,mana1298,Manambu,-4.25,142.833333333,Middle Sepik,Sepik,__
mby,myb,mbay1241,Mbay,8.25,17.5,Bongo-Bagirmi,Nilo-Saharan,Central Sudanic
mbz,mtk,mbee1250,Mbe',6.28333333333,11.0833333333,Bantoid,Niger-Congo,Benue-Congo
mca,mca,maca1260,Maca,-25.0,-57.5,Matacoan,Matacoan,__
mcc,_31,moch1259,Mochica,-7.5,-79.3333333333,Chimúan,Chimúan,__
mcd,mkd,mace1250,Macedonian,41.6666666667,21.75,Slavic,Indo-European,__
mce,bzj,beli1260,Mískito Coast English Creole,16.25,-88.8333333333,Creoles and Pidgins,other,__
mcf,crg,mich1243,Michif,52.0,-100.166666667,Algonquian,Algic,__
mcg,mbn,maca1259,Macaguán,6.5,-71.3333333333,Guahiban,Guahiban,__
mch,mcb,mach1267,Machiguenga,-12.0,-72.6666666667,Pre-Andine Arawakan,Arawakan,__
mcn,myy,macu1260,Macuna,-0.333333333333,-70.1666666667,Tucanoan,Tucanoan,__
mco,mco,coat1238,Mixe (Coatlán),16.9166666667,-95.6666666667,Mixe-Zoque,Mixe-Zoque,__
mcr,mfe,mori1278,Mauritian Creole,-20.3333333333,57.5,Creoles and Pidgins,other,__
mcs,csm,cent2140,Miwok (Central Sierra),38.0,-120.333333333,Miwok,Penutian,Utian
mcv,moc,moco1246,Mocoví,-28.0,-60.5,Guaicuruan,Guaicuruan,__
mda,mxu,mada1293,Mada (in Cameroon),10.8333333333,14.1666666667,Biu-Mandara,Afro-Asiatic,Chadic
mdb,mwd,mudb1240,Mudburra,-17.3333333333,132.083333333,Pama-Nyungan,Australian,__
mde,men,mend1266,Mende,7.83333333333,-11.5,Western Mande,Niger-Congo,Mande
mdg,mua,mund1325,Mundang,9.66666666667,14.5,Adamawa,Niger-Congo,Adamawa-Ubangi
mdk,mnk,mand1436,Mandinka,13.0,-15.6666666667,Western Mande,Niger-Congo,Mande
mdl,zml,madn1237,Madngele,-13.8333333333,130.416666667,Eastern Daly,Australian,Daly
mdm,_32,,Madimadi,-34.5,143.5,Pama-Nyungan,Australian,__
mdn,mhq,mand1446,Mandan,46.5,-102.5,Siouan,Siouan,__
mdo,gmm,gbay1281,Mbodomo,4.5,15.5,Gbaya-Manza-Ngbaka,Niger-Congo,Adamawa-Ubangi
mdr,mad,nucl1460,Madurese,-7.0,113.5,Malayo-Sumbawan,Austronesian,__
mds,xmm,mala1481,Manadonese,1.5,124.833333333,Malayo-Sumbawan,Austronesian,__
mdu,muh,mund1326,Mündü,4.5,30.0,Ubangi,Niger-Congo,Adamawa-Ubangi
mdw,mdw,mbos1242,Mbosi,-1.25,15.5,Bantoid,Niger-Congo,Benue-Congo
mdz,mda,mada1282,Mada (in Nigeria),8.75,8.25,Platoid,Niger-Congo,Benue-Congo
mea,mej,meya1236,Meyah,-1.16666666667,133.5,East Bird's Head,East Bird's Head,__
meb,bew,beta1252,Melayu Betawi,-6.5,107.0,Creoles and Pidgins,other,__
mee,mym,meen1242,Me'en,5.0,37.0,Surmic,Nilo-Saharan,Eastern Sudanic
meh,gdq,mehr1241,Mehri,17.0,51.5,Semitic,Afro-Asiatic,__
mei,mni,mani1292,Meithei,24.75,94.0,Kuki-Chin,Sino-Tibetan,Tibeto-Burman
mek,skf,saki1248,Mekens,-12.5,-61.5,Tupari,Tupian,__
mel,mel,cent2101,Melanau,2.5,111.5,North Borneo,Austronesian,__
mem,jet,mane1266,Manem,-3.0,140.833333333,Border,Border,__
men,mez,meno1252,Menomini,45.5,-88.3333333333,Algonquian,Algic,__
mer,ulk,meri1244,Meryam Mir,-9.91666666667,144.083333333,Western Fly,Western Fly,__
mey,mcr,meny1245,Menya,-7.25,146.0,Angan,Trans-New Guinea,__
mga,ndt,ndun1249,Mondunga,2.25,21.5,Ubangi,Niger-Congo,Adamawa-Ubangi
mgd,mog,mong1342,Mongondow,0.666666666667,124.0,Greater Central Philippine,Austronesian,__
mge,mng,east2333,Mnong (Eastern),12.6666666667,108.5,Bahnaric,Austro-Asiatic,Mon-Khmer
mgg,mjg,tuuu1240,Mangghuer,36.0,102.0,Mongolic,Altaic,__
mgh,mag,maga1260,Magahi,23.5,85.5,Indic,Indo-European,__
mgi,mgu,mail1248,Magi,-10.3333333333,149.333333333,Mailuan,Trans-New Guinea,__
mgk,mhk,mung1266,Mungaka,5.91666666667,10.0,Bantoid,Niger-Congo,Benue-Congo
mgl,xmf,ming1252,Mingrelian,42.5,42.0,Kartvelian,Kartvelian,__
mgn,mdh,magu1243,Magindanao,6.83333333333,124.5,Greater Central Philippine,Austronesian,__
mgo,lol,mong1338,Mongo,0.0,21.0,Bantoid,Niger-Congo,Benue-Congo
mgq,mge,mang1398,Mango,8.75,17.0,Bongo-Bagirmi,Nilo-Saharan,Central Sudanic
mgu,mug,musg1254,Musgu,10.8333333333,14.9166666667,Biu-Mandara,Afro-Asiatic,Chadic
mhc,mof,mohe1244,Mahican,42.6666666667,-73.5,Algonquian,Algic,__
mhi,mar,mara1378,Marathi,19.0,76.0,Indic,Indo-European,__
mhk,nux,mehe1243,Mehek,-3.75,142.5,Tama Sepik,Sepik,__
mhl,mrg,misi1242,Miri (Hill):,27.9166666667,93.8333333333,Tani,Sino-Tibetan,Tibeto-Burman
mhm,mhe,besi1244,Mah Meri,2.83333333333,101.5,Aslian,Austro-Asiatic,Mon-Khmer
mhu,lnb,mbal1255,Mbalanhu,-17.5,15.0,Bantoid,Niger-Congo,Benue-Congo
mic,mic,mikm1235,Micmac,45.0,-63.0,Algonquian,Algic,__
mid,mei,mido1240,Midob,15.0833333333,26.25,Nubian,Nilo-Saharan,Eastern Sudanic
mie,ium,iumi1238,Mien,25.0,111.0,Hmong-Mien,Hmong-Mien,__
mig,mmy,miga1249,Migama,12.1666666667,19.8333333333,East Chadic,Afro-Asiatic,Chadic
mii,tma,tama1331,Miisiirii,13.5,22.0,Taman,Nilo-Saharan,Eastern Sudanic
mij,mxj,miju1243,Miju,29.0,96.0,Tani,Sino-Tibetan,Tibeto-Burman
mik,mjw,karb1241,Mikir,26.3333333333,93.5,Kuki-Chin,Sino-Tibetan,Tibeto-Burman
mil,adi,damu1236,Milang,28.5,95.25,Tani,Sino-Tibetan,Tibeto-Burman
min,min,mina1268,Minangkabau,-1.0,101.0,Malayo-Sumbawan,Austronesian,__
mir,mep,miri1266,Miriwung,-15.6666666667,129.0,Djeragan,Australian,__
mis,miq,misk1235,Miskito,14.0,-83.6666666667,Misumalpan,Misumalpan,__
mit,zmq,mitu1240,Mituku,-1.66666666667,25.5,Bantoid,Niger-Congo,Benue-Congo
miy,mkf,miya1266,Miya,10.9166666667,9.66666666667,West Chadic,Afro-Asiatic,Chadic
miz,lus,lush1249,Mizo,23.1666666667,92.8333333333,Kuki-Chin,Sino-Tibetan,Tibeto-Burman
mja,mxt,jami1235,Mixtec (Jamiltepec),16.25,-97.8333333333,Mixtecan,Oto-Manguean,__
mjc,mjc,sanj1281,Mixtec (San Juan Colorado),16.5,-98.0,Mixtecan,Oto-Manguean,__
mjk,mfv,mand1419,Manjaku,12.0,-16.25,Northern Atlantic,Niger-Congo,Atlantic
mka,mxx,maho1249,Mauka,8.33333333333,-7.5,Western Mande,Niger-Congo,Mande
mkb,csi,coas1301,Miwok (Bodega),38.3333333333,-123.0,Miwok,Penutian,Utian
mkd,kde,mako1251,Makonde,-11.0,40.0,Bantoid,Niger-Congo,Benue-Congo
mke,mek,meke1243,Mekeo,-8.33333333333,146.5,Oceanic,Austronesian,Eastern Malayo-Polynesian
mkg,mnk,mand1436,Mandinka (Gambian),13.4166666667,-16.0,Western Mande,Niger-Congo,Mande
mkh,_33,,Mongol (Khamnigan),49.0,117.0,Mongolic,Altaic,__
mki,mik,mika1239,Mikasuki,32.0,-85.0,Muskogean,Muskogean,__
mkj,mkz,maka1316,Makasae,-8.66666666667,126.5,Makasae-Fataluku-Oirata,Timor-Alor-Pantar,__
mkl,mgf,makl1246,Maklew,-7.66666666667,139.416666667,Bulaka River,Bulaka River,__
mkn,knf,mank1251,Mankanya,12.0833333333,-15.9166666667,Northern Atlantic,Niger-Congo,Atlantic
mko,moz,muku1242,Mokilko,11.9166666667,18.0833333333,East Chadic,Afro-Asiatic,Chadic
mkq,nge,ngem1255,Mankon,6.0,10.1666666667,Bantoid,Niger-Congo,Benue-Congo
mkr,msy,arua1260,Mikarew,-4.41666666667,144.916666667,Mikarew,Lower Sepik-Ramu,__
mks,mak,maka1311,Makassar,-5.41666666667,119.583333333,South Sulawesi,Austronesian,__
mku,zmr,mara1386,Maranungku,-13.6666666667,130.0,Western Daly,Australian,Daly
mkw,,maku1246,Máku,0.416666666667,-69.8333333333,Máku,Máku,__
mkz,mcp,maka1304,Makaa,3.41666666667,12.25,Bantoid,Niger-Congo,Benue-Congo
mla,mcu,came1252,Mambila,6.75,11.5,Bantoid,Niger-Congo,Benue-Congo
mlc,mcm,mala1533,Malacca Creole,2.2,102.25,Creoles and Pidgins,other,__
mle,mdy,male1284,Maale,6.0,36.9166666667,North Omotic,Afro-Asiatic,Omotic
mlg,mfi,wand1278,Malgwa,11.5,13.75,Biu-Mandara,Afro-Asiatic,Chadic
mli,gcc,mali1284,Mali,-4.83333333333,152.25,Baining,Baining-Taulil,__
mlk,mpb,mull1237,Malakmalak,-13.4166666667,130.416666667,Northern Daly,Australian,Daly
mll,mbe,mola1238,Molala,44.5,-122.5,Molala,Penutian,__
mlm,mra,mlab1235,Mlabri (Minor),18.5,101.0,Palaung-Khmuic,Austro-Asiatic,Mon-Khmer
mlt,mlt,malt1254,Maltese,35.9166666667,14.4166666667,Semitic,Afro-Asiatic,__
mlu,mgl,male1289,Maleu,-5.71666666667,148.416666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
mly,zsm,stan1306,Malay,3.0,102.0,Malayo-Sumbawan,Austronesian,__
mma,mid,nucl1706,Mandaic (Modern),31.0,48.5,Semitic,Afro-Asiatic,__
mmb,mna,mbul1263,Mangap-Mbula,-5.66666666667,148.083333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
mme,mhr,east2328,Mari (Meadow),57.0,48.0,Mari,Uralic,Finno-Ugric
mmi,mcs,mamb1294,Mambai,9.66666666667,14.0,Adamawa,Niger-Congo,Adamawa-Ubangi
mmn,mmn,mama1275,Mamanwa,9.41666666667,125.5,Greater Central Philippine,Austronesian,__
mmo,mdf,moks1248,Mordvin (Moksha),54.0,44.0,Mordvin,Uralic,Finno-Ugric
mmp,maw,mamp1244,Mampruli,10.3333333333,-0.666666666667,Gur,Niger-Congo,__
mms,mqj,mama1276,Mamasa,-3.08333333333,119.666666667,South Sulawesi,Austronesian,__
mmu,zmi,nege1240,Malay (Ulu Muar),2.66666666667,102.5,Malayo-Sumbawan,Austronesian,__
mmv,mdi,mamv1243,Mamvu,3.25,29.0,Mangbutu-Efe,Nilo-Saharan,Central Sudanic
mmw,mgr,mamb1296,Mambwe,-9.08333333333,31.1666666667,Bantoid,Niger-Congo,Benue-Congo
mmz,mms,mams1234,Mam (Southern),14.8333333333,-91.6666666667,Mayan,Mayan,__
mna,mnb,muna1247,Muna,-5.0,122.5,Celebic,Austronesian,__
mnc,mnc,manc1252,Manchu,49.5,127.5,Tungusic,Altaic,__
mnd,cmn,mand1415,Mandarin,34.0,110.0,Chinese,Sino-Tibetan,__
mne,nmu,nort2952,Maidu (Northeast),40.0,-120.666666667,Maiduan,Penutian,__
mng,mqy,mang1405,Manggarai,-8.5,120.333333333,Central Malayo-Polynesian,Austronesian,__
mni,mnz,moni1261,Moni,-3.66666666667,137.0,Wissel Lakes-Kemandoga,Trans-New Guinea,__
mnj,mpj,mart1256,Mantjiltjara,-22.6666666667,125.083333333,Pama-Nyungan,Australian,__
mnk,emk,east2426,Maninka,10.5,-9.5,Western Mande,Niger-Congo,Mande
mnm,mva,mana1295,Manam,-4.0,145.0,Oceanic,Austronesian,Eastern Malayo-Polynesian
mno,mnr,mono1275,Mono (in United States),38.0,-119.0,Numic,Uto-Aztecan,__
mnr,mdr,mand1442,Mandar,-3.41666666667,119.083333333,South Sulawesi,Austronesian,__
mns,mns,mans1258,Mansi,62.0,62.0,Ugric,Uralic,Finno-Ugric
mnt,mwv,ment1249,Mentawai,-1.5,99.0,Northwest Sumatra-Barrier Islands,Austronesian,__
mnu,mji,kimm1245,Mun,19.0,110.0,Hmong-Mien,Hmong-Mien,__
mnv,mvn,mina1269,Minaveha,-9.6,150.466666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
mnx,glv,manx1243,Manx,54.1666666667,-4.5,Celtic,Indo-European,__
mny,zmc,marg1253,Margany,-27.0,144.5,Pama-Nyungan,Australian,__
mnz,moj,monz1249,Munzombo,3.0,18.4166666667,Ubangi,Niger-Congo,Adamawa-Ubangi
moa,mte,mono1273,Mono-Alu,-7.05,155.75,Oceanic,Austronesian,Eastern Malayo-Polynesian
moc,moy,shek1244,Moca,7.58333333333,35.5,North Omotic,Afro-Asiatic,Omotic
moe,myv,erzy1239,Mordvin (Erzya),53.0,45.5,Mordvin,Uralic,Finno-Ugric
mof,mif,mofu1248,Mofu-Gudur,10.5,14.0,Biu-Mandara,Afro-Asiatic,Chadic
mog,mhj,mogh1245,Moghol,35.0,62.0,Mongolic,Altaic,__
moh,moh,moha1258,Mohawk,43.5,-74.25,Northern Iroquoian,Iroquoian,__
moj,mov,moha1256,Mojave,34.6666666667,-114.583333333,Yuman,Hokan,__
mok,mkj,moki1238,Mokilese,6.66666666667,159.75,Oceanic,Austronesian,Eastern Malayo-Polynesian
mol,ron,roma1327,Moldavian,47.0,29.0,Romance,Indo-European,__
mom,mso,nucl1452,Mombum,-8.25,138.75,Mombum,Mombum,__
mon,mnw,monn1252,Mon,14.8333333333,100.5,Monic,Austro-Asiatic,Mon-Khmer
moo,mos,moss1236,Mooré,12.8333333333,-1.25,Gur,Niger-Congo,__
mop,mop,mopa1243,Mopan,16.5833333333,-88.6666666667,Mayan,Mayan,__
mor,mhz,morm1235,Mor,-2.95,135.75,South Halmahera - West New Guinea,Austronesian,Eastern Malayo-Polynesian
mos,cas,mose1249,Mosetén,-14.75,-67.8333333333,Mosetenan,Mosetenan,__
mot,siw,siwa1245,Motuna,-6.61666666667,155.416666667,East Bougainville,East Bougainville,__
mou,mgd,moru1253,Moru,4.75,29.75,Moru-Ma'di,Nilo-Saharan,Central Sudanic
mov,mzp,movi1243,Movima,-13.8333333333,-65.6666666667,Movima,Movima,__
mpa,mwf,murr1258,Murrinh-Patha,-14.6666666667,129.666666667,Murrinh-Patha,Australian,Daly
mpo,mye,myen1241,Mpongwe,-1.25,9.5,Bantoid,Niger-Congo,Benue-Congo
mpr,,maip1246,Maipure,5.5,-67.5,Northern Arawakan,Arawakan,__
mpt,mpt,mian1256,Mian,-4.75,141.5,Ok,Trans-New Guinea,__
mpu,akc,mpur1239,Mpur,-0.75,133.25,Kebar,West Papuan,__
mpy,mcg,mapo1246,Mapoyo,6.0,-67.0,Cariban,Cariban,__
mqc,gcf,guad1242,Martinique Creole,14.6666666667,-61.0,Creoles and Pidgins,other,__
mqf,mqf,momu1241,Momuna,-4.83333333333,139.25,Momuna,Trans-New Guinea,__
mra,mec,mara1385,Mara,-15.0,135.166666667,Maran,Australian,__
mrc,rnp,rong1264,Marchha,30.25,79.5833333333,Bodic,Sino-Tibetan,Tibeto-Burman
mrd,mrz,nucl1622,Marind,-7.83333333333,140.166666667,Marind Proper,Marind,__
mrg,mrt,marg1265,Margi,11.0,13.0,Biu-Mandara,Afro-Asiatic,Chadic
mrh,mfr,mari1424,Marrithiyel,-13.8333333333,130.0,Western Daly,Australian,Daly
mri,mok,moro1289,Moraori,-8.58333333333,140.666666667,Moraori,Moraori,__
mrj,nju,ngad1258,Mirniny,-31.0,129.0,Pama-Nyungan,Australian,__
mrk,mtf,muri1260,Murik,-3.83333333333,144.25,Lower Sepik,Lower Sepik-Ramu,__
mrl,mur,murl1244,Murle,6.5,33.5,Surmic,Nilo-Saharan,Eastern Sudanic
mrn,mrw,mara1404,Maranao,7.83333333333,124.25,Greater Central Philippine,Austronesian,__
mro,mor,moro1285,Moro,11.0,30.1666666667,Heiban,Niger-Congo,Kordofanian
mrq,mrq,nort2845,Marquesan,-8.91666666667,-140.083333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
mrr,zmt,mari1419,Maringarr,-14.25,130.0,Western Daly,Australian,Daly
mrs,zrs,nucl1594,Mairasi,-3.5,134.0,Mairasi-Tanahmerah,Trans-New Guinea,__
mrt,vma,mart1255,Martuthunira,-20.8333333333,116.5,Pama-Nyungan,Australian,__
mru,mhx,maru1249,Maru,23.5,98.5,Burmese-Lolo,Sino-Tibetan,Tibeto-Burman
mrw,zmu,muru1266,Muruwari,-28.75,147.0,Pama-Nyungan,Australian,__
msc,chb,chib1270,Muisca,5.0,-74.0,Chibchan Proper,Chibchan,__
mse,umu,muns1251,Munsee,41.5,-74.6666666667,Algonquian,Algic,__
msg,mrg,misi1242,Mising,28.5,94.8333333333,Tani,Sino-Tibetan,Tibeto-Burman
msh,mah,mars1254,Marshallese,7.11666666667,171.05,Oceanic,Austronesian,Eastern Malayo-Polynesian
msk,jle,ngil1242,Masakin,10.6666666667,30.0,Talodi Proper,Niger-Congo,Kordofanian
msl,mls,nucl1440,Masalit,13.3333333333,22.0,Maban,Nilo-Saharan,__
msm,msu,muso1238,Musom,-6.58333333333,147.0,Oceanic,Austronesian,Eastern Malayo-Polynesian
msn,mbq,mais1250,Maisin,-9.5,149.166666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
msq,hur,halk1245,Musqueam,49.1666666667,-123.0,Central Salish,Salishan,__
mss,skd,sout2985,Miwok (Southern Sierra),37.5,-120.0,Miwok,Penutian,Utian
msy,mrd,west2418,Magar (Syangja),28.0833333333,83.8333333333,Mahakiranti,Sino-Tibetan,Tibeto-Burman
mta,sdo,buka1257,Mentuh Tapuh,1.25,111.0,Land Dayak,Austronesian,__
mtb,mgw,matu1259,Matuumbi,-8.5,39.0,Bantoid,Niger-Congo,Benue-Congo
mtg,moe,mont1268,Montagnais,52.0,-65.0,Algonquian,Algic,__
mth,mxp,tlah1239,Mixe (Tlahuitoltepec),17.0833333333,-96.1666666667,Mixe-Zoque,Mixe-Zoque,__
mti,mot,bari1297,Motilón (Chibchan),9.0,-73.0,Motilon,Chibchan,__
mtk,mjk,matu1261,Matukar,-4.91666666667,145.75,Oceanic,Austronesian,Eastern Malayo-Polynesian
mtl,mvb,matt1238,Mattole,40.1666666667,-124.166666667,Athapaskan,Na-Dene,__
mto,kmj,kuma1274,Malto,25.0,87.3333333333,Northern Dravidian,Dravidian,__
mtp,mto,toto1305,Mixe (Totontepec),17.25,-96.0,Mixe-Zoque,Mixe-Zoque,__
mts,mpq,mati1255,Matis,-4.41666666667,-70.25,Panoan,Panoan,__
mtt,wam,wamp1249,Massachusett,42.5,-71.0,Algonquian,Algic,__
mtu,meu,motu1246,Motu,-9.33333333333,147.0,Oceanic,Austronesian,Eastern Malayo-Polynesian
mua,mgh,makh1264,Makua,-15.0,38.6666666667,Bantoid,Niger-Congo,Benue-Congo
mud,mnf,mund1327,Mundani,5.66666666667,9.91666666667,Bantoid,Niger-Congo,Benue-Congo
mug,mlp,barg1252,Mugil,-4.88333333333,145.75,Madang,Trans-New Guinea,__
muh,sgw,seba1251,Muher,8.16666666667,38.1666666667,Semitic,Afro-Asiatic,__
mui,bmr,muin1242,Muinane,-1.0,-72.5,Boran,Huitotoan,__
mul,mlm,mula1253,Mulao,25.0,108.0,Kam-Tai,Tai-Kadai,__
mum,mzm,nucl1240,Mumuye,9.0,11.6666666667,Adamawa,Niger-Congo,Adamawa-Ubangi
mun,unr,mund1320,Mundari,23.0,84.6666666667,Munda,Austro-Asiatic,__
muo,mtq,muon1246,Muong,20.5,105.083333333,Viet-Muong,Austro-Asiatic,Mon-Khmer
mup,sur,mwag1236,Mupun,9.5,8.83333333333,West Chadic,Afro-Asiatic,Chadic
mur,muz,murs1242,Mursi,5.58333333333,36.0833333333,Surmic,Nilo-Saharan,Eastern Sudanic
mus,emi,muss1246,Mussau,-1.45,149.616666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
mut,css,sout2986,Mutsun,36.8333333333,-121.5,Costanoan,Penutian,Utian
muu,myu,mund1330,Mundurukú,-7.0,-58.0,Munduruku,Tupian,__
muy,myw,muyu1244,Muyuw,-9.08333333333,152.75,Oceanic,Austronesian,Eastern Malayo-Polynesian
mwa,mpj,mart1256,Martu Wangka,-21.5,126.0,Pama-Nyungan,Australian,__
mwb,mbb,west2555,Manobo (Western Bukidnon),7.66666666667,124.75,Greater Central Philippine,Austronesian,__
mwc,mke,mawc1242,Mawchi,21.3333333333,73.6666666667,Indic,Indo-European,__
mwe,mwe,mwer1248,Mwera,-9.0,39.0,Bantoid,Niger-Congo,Benue-Congo
mwl,lmw,lake1258,Miwok (Lake),38.9166666667,-122.666666667,Miwok,Penutian,Utian
mwn,nsq,nort2968,Miwok (Northern Sierra),38.3333333333,-120.666666667,Miwok,Penutian,Utian
mwo,mlv,motl1237,Mwotlap,-13.5833333333,167.583333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
mwp,pmw,plai1259,Miwok (Plains),38.0,-121.0,Miwok,Penutian,Utian
mxa,mib,atat1238,Mixtec (Atatlahuca),17.0,-97.75,Mixtecan,Oto-Manguean,__
mxc,mig,sanm1295,Mixtec (Chalcatongo),17.05,-97.5833333333,Mixtecan,Oto-Manguean,__
mxe,mxe,mele1250,Ifira-Mele,-17.75,168.25,Oceanic,Austronesian,Eastern Malayo-Polynesian
mxg,mig,sanm1295,Mixtec (San Miguel el Grande),17.05,-97.5666666667,Mixtecan,Oto-Manguean,__
mxj,mio,pino1237,Mixtec (Jicaltepec),16.3333333333,-98.0,Mixtecan,Oto-Manguean,__
mxl,mim,alac1244,Mixtec (Alacatlatzala),17.25,-98.5833333333,Mixtecan,Oto-Manguean,__
mxm,mig,sanm1295,Mixtec (Molinos),17.0,-97.5833333333,Mixtecan,Oto-Manguean,__
mxo,mie,ocot1243,Mixtec (Ocotepec),17.1666666667,-97.75,Mixtecan,Oto-Manguean,__
mxp,mil,peno1244,Mixtec (Peñoles),17.0833333333,-96.9166666667,Mixtecan,Oto-Manguean,__
mxs,mks,sila1250,Mixtec (Silacayoapan),17.5,-98.1666666667,Mixtecan,Oto-Manguean,__
