"lab.name","lab.genus","lab.family","lab.subfamily","lab.lat","lab.lon","lab.iso"
"Tiruray","South Mindanao","Austronesian","__","6.75","124.166666667","'tiy'"
"Bayungu","Pama-Nyungan","Australian","__","-23","114","'bxj'"
"Iban","Malayic","Austronesian","__","2","112","'iba'"
"Tairora","Eastern Highlands","Trans-New Guinea","__","-6.5","146","'tbg'"
"Trumai","Trumai","Trumai","__","-11.9166666667","-53.5833333333","'tpy'"
"Ternate","North Halmaheran","West Papuan","__","0.833333333333","127.25","'tft'"
"Torwali","Indic","Indo-European","__","34.25","72","'trw'"
"Runyoro-Rutooro","Bantoid","Niger-Congo","Benue-Congo","1.5","31.3333333333","'nyo'"
"Ful (Liptako)","Northern Atlantic","Niger-Congo","Atlantic","13.5","0.5","'fuh'"
"Badaga","Southern Dravidian","Dravidian","__","11.6666666667","76.75","'bfq'"
"Berbice Dutch Creole","Creoles and Pidgins","other","__","5.33333333333","-58","'brc'"
"Badimaya","Pama-Nyungan","Australian","__","-27.6666666667","118","'bia'"
"Budukh","Lezgic","Nakh-Daghestanian","Daghestanian","41.1666666667","48.4166666667","'bdk'"
"Yucatec","Mayan","Mayan","__","20","-89","'yua'"
"Budu","Bantoid","Niger-Congo","Benue-Congo","2","28","'buu'"
"Baham","West Bomberai","West Bomberai","__","-3.16666666667","132.666666667","'bdw'"
"Ulithian","Oceanic","Austronesian","Eastern Malayo-Polynesian","9.91666666667","139.583333333","'uli'"
"Yucuna","Arawakan","Arawakan","__","-0.75","-71","'ycn'"
"Lebeo","Bantoid","Niger-Congo","Benue-Congo","1.75","25","'agh'"
"Leko","Leko","Leko","__","-15","-67.9166666667","'lec'"
"Lega","Bantoid","Niger-Congo","Benue-Congo","-2.83333333333","27.1666666667","'lea'"
"Hong Kong Sign Language","Sign Languages","other","__","22.5","114","'_16'"
"Lele","East Chadic","Afro-Asiatic","Chadic","9.08333333333","15.5833333333","'lln'"
"Lenakel","Oceanic","Austronesian","Eastern Malayo-Polynesian","-19.45","169.25","'tnl'"
"Lepcha","Lepcha","Sino-Tibetan","Tibeto-Burman","27.1666666667","88.5","'lep'"
"Lese","Mangbutu-Efe","Nilo-Saharan","Central Sudanic","2","29","'les'"
"Leti","Central Malayo-Polynesian","Austronesian","__","-8.2","127.666666667","'lti'"
"Lewo","Oceanic","Austronesian","Eastern Malayo-Polynesian","-16.75","168.333333333","'lww'"
"Lezgian","Lezgic","Nakh-Daghestanian","Daghestanian","41.6666666667","47.8333333333","'lez'"
"Chatino (Tataltepec)","Zapotecan","Oto-Manguean","__","16.1666666667","-97.5833333333","'cta'"
"Catawba","Siouan","Siouan","__","35.5","-80.5","'chc'"
"Parauk","Palaung-Khmuic","Austro-Asiatic","Mon-Khmer","23.25","99.5","'prk'"
"Chinantec (Tepetotutla)","Chinantecan","Oto-Manguean","__","17.8333333333","-96.5","'cnt'"
"Cuicatec","Mixtecan","Oto-Manguean","__","17.8333333333","-96.8333333333","'cut'"
"Catalan","Romance","Indo-European","__","41.75","2","'cat'"
"Chitimacha","Chitimacha","Chitimacha","__","29.6666666667","-91","'ctm'"
"Chin (Tiddim)","Kuki-Chin","Sino-Tibetan","Tibeto-Burman","23.3333333333","93.6666666667","'ctd'"
"Wichita","Caddoan","Caddoan","__","33.3333333333","-97.3333333333","'wic'"
"Wintu","Wintuan","Penutian","__","41","-122.5","'wit'"
"Songish","Central Salish","Salishan","__","48.45","-123.333333333","'str'"
"Sangir","Sulawesi","Austronesian","__","3.5","125.5","'sxn'"
"Sangu","Bantoid","Niger-Congo","Benue-Congo","-1.5","11.8333333333","'snq'"
"Apache (Western)","Athapaskan","Na-Dene","__","33.75","-110","'apw'"
"Apatani","Tani","Sino-Tibetan","Tibeto-Burman","27.5","93.75","'apt'"
"Apurin","Arawakan","Arawakan","__","-9","-67","'apu'"
"Apache (Jicarilla)","Athapaskan","Na-Dene","__","36.5833333333","-104","'apj'"
"A-Pucikwar","Great Andamanese","Great Andamanese","__","12.1666666667","92.8333333333","'apq'"
"Apinay","Ge-Kaingang","Macro-Ge","__","-5.5","-48","'apn'"
"Sengele","Bantoid","Niger-Congo","Benue-Congo","-1.83333333333","17.3333333333","'szg'"
"Apala","Cariban","Cariban","__","0","-54","'apy'"
"Apache (Chiricahua)","Athapaskan","Na-Dene","__","33.25","-108","'apm'"
"Arabic (Palestinian)","Semitic","Afro-Asiatic","__","32","35.25","'ajp'"
"Songe","Bantoid","Niger-Congo","Benue-Congo","-6.83333333333","22","'sop'"
"Wiyot","Wiyot","Algic","__","40.8333333333","-124.166666667","'wiy'"
"Ampeeli","Angan","Trans-New Guinea","__","-6.75","146.083333333","'apz'"
"Fe'fe'","Bantoid","Niger-Congo","Benue-Congo","5.25","10.1666666667","'fmp'"
"Chamorro","Chamorro","Austronesian","__","13.45","144.75","'cha'"
"Chambri","Lower Sepik","Lower Sepik-Ramu","__","-4.16666666667","143.083333333","'can'"
"Chechen","Nakh","Nakh-Daghestanian","__","43.25","45.8333333333","'che'"
"Chaudangsi","Bodic","Sino-Tibetan","Tibeto-Burman","30","80.25","'cdn'"
"Cherokee","Southern Iroquoian","Iroquoian","__","35.5","-83.5","'chr'"
"Usan","Madang","Trans-New Guinea","__","-4.83333333333","145.166666667","'wnu'"
"Chang","Northern Naga","Sino-Tibetan","Tibeto-Burman","26.3333333333","94.75","'nbc'"
"Chaha","Semitic","Afro-Asiatic","__","8.112935","37.93267","'sgw'"
"Chimariko","Chimariko","Hokan","__","41","-123","'cid'"
"Chuj","Mayan","Mayan","__","15.9166666667","-91.5833333333","'cac'"
"Chukchi","Northern Chukotko-Kamchatkan","Chukotko-Kamchatkan","__","67","-173","'ckt'"
"Chehalis (Upper)","Tsamosan","Salishan","__","46.5833333333","-123","'cjh'"
"Chamalal","Avar-Andic-Tsezic","Nakh-Daghestanian","Daghestanian","42.55","46.05","'cji'"
"Chantyal","Bodic","Sino-Tibetan","Tibeto-Burman","28.5833333333","83.4166666667","'chx'"
"Chontal (Highland)","Tequistlatecan","Tequistlatecan","__","16.25","-95.75","'chd'"
"Chipewyan","Athapaskan","Na-Dene","__","59","-106","'chp'"
"Chinantec (Quiotepec)","Chinantecan","Oto-Manguean","__","17.5833333333","-96.6666666667","'chq'"
"Chrau","Bahnaric","Austro-Asiatic","Mon-Khmer","10.75","107.5","'crw'"
"Chin (Siyin)","Kuki-Chin","Sino-Tibetan","Tibeto-Burman","23.8333333333","94","'csy'"
"Chatino (Nopala)","Zapotecan","Oto-Manguean","__","16.0833333333","-97.1666666667","'cya'"
"Chulup","Matacoan","Matacoan","__","-23.5","-60.5","'cag'"
"Chuvash","Turkic","Altaic","__","55.5","47.5","'chv'"
"Cham (Western)","Malayic","Austronesian","__","12","105.5","'cja'"
"Chontal (Huamelultec Oaxaca)","Tequistlatecan","Tequistlatecan","__","16","-95.75","'clo'"
"Chayahuita","Cahuapanan","Cahuapanan","__","-5.5","-77","'cbt'"
"Chaozhou","Chinese","Sino-Tibetan","__","23.6666666667","116.666666667","'nan'"
"Zimakani","Marind Proper","Marind","__","-7.43333333333","141.433333333","'zik'"
"Ngbandi","Ubangi","Niger-Congo","Adamawa-Ubangi","3.75","22","'nbw'"
"Indonesian (Papuan)","Malayic","Austronesian","__","-2.5","140.666666667","'pmy'"
"Ndjbbana","Ndjbbana","Australian","__","-12.1666666667","134.116666667","'djj'"
"Oi","Bahnaric","Austro-Asiatic","Mon-Khmer","14.8333333333","107.166666667","'oyb'"
"Spitian","Bodic","Sino-Tibetan","Tibeto-Burman","32.25","78","'bod'"
"Tatana'","Northwest Malayo-Polynesian","Austronesian","__","5.5","115.5","'txx'"
"Tauya","Madang","Trans-New Guinea","__","-5.75","145.333333333","'tya'"
"Ndebele (in South Africa)","Bantoid","Niger-Congo","Benue-Congo","-25.3333333333","29","'nbl'"
"Taiap","Gapun","Gapun","__","-4.08333333333","144.5","'gpn'"
"Taiwanese","Chinese","Sino-Tibetan","__","25","121.5","'nan'"
"Tariana","Arawakan","Arawakan","__","1","-69.1666666667","'tae'"
"Tashlhiyt","Berber","Afro-Asiatic","__","31","-5","'shi'"
"Sirion","Tupi-Guaran","Tupian","__","-15.5833333333","-64","'srq'"
"Tacana","Tacanan","Tacanan","__","-13.5","-68","'tna'"
"Nend","Madang","Trans-New Guinea","__","-5","144.916666667","'anh'"
"Tayo","Creoles and Pidgins","other","__","-22","166.333333333","'cks'"
"Talysh (Azerbaijan)","Iranian","Indo-European","__","38.75","48.6666666667","'tly'"
"Siroi","Madang","Trans-New Guinea","__","-5.5","146","'ssd'"
"Taiof","Oceanic","Austronesian","Eastern Malayo-Polynesian","-5.53333333333","154.633333333","'sps'"
"Tagalog","Meso-Philippine","Austronesian","__","15","121","'tgl'"
"Ndogo","Ubangi","Niger-Congo","Adamawa-Ubangi","7.75","27","'ndz'"
"Taba","South Halmahera - West New Guinea","Austronesian","Eastern Malayo-Polynesian","0","127.5","'mky'"
"Spanish","Romance","Indo-European","__","40","-4","'spa'"
"Talinga","Bantoid","Niger-Congo","Benue-Congo","0.416666666667","29.6666666667","'tlj'"
"Tamang","Bodic","Sino-Tibetan","Tibeto-Burman","28","85.25","'taj'"
"Tangale","West Chadic","Afro-Asiatic","Chadic","9.75","11.3333333333","'tan'"
"Saramaccan","Creoles and Pidgins","other","__","4.5","-55.5","'srm'"
"Tahitian","Oceanic","Austronesian","Eastern Malayo-Polynesian","-17.6666666667","-149.583333333","'tah'"
"Tuareg (Air)","Berber","Afro-Asiatic","__","19","9","'thv'"
"Tajik","Iranian","Indo-European","__","38.6666666667","70","'tgk'"
"Takia","Oceanic","Austronesian","Eastern Malayo-Polynesian","-4.66666666667","146","'tbc'"
"Sisiqa","Oceanic","Austronesian","Eastern Malayo-Polynesian","-7","156.833333333","'baa'"
"Ndyuka","Creoles and Pidgins","other","__","4.5","-54.5","'djk'"
"Kayap","Ge-Kaingang","Macro-Ge","__","-9","-52","'txu'"
"Siuslaw","Siuslawan","Oregon Coast","__","44","-124","'sis'"
"Siane","Eastern Highlands","Trans-New Guinea","__","-6.08333333333","145.2","'snp'"
"Sidaama","Eastern Cushitic","Afro-Asiatic","Cushitic","6.66666666667","38.5","'sid'"
"Greek (Cypriot)","Greek","Indo-European","__","34.75","33","'ell'"
"Sio","Oceanic","Austronesian","Eastern Malayo-Polynesian","-5.95","147.333333333","'xsi'"
"Siona","Tucanoan","Tucanoan","__","0.333333333333","-76.25","'snn'"
"Afrikaans","Germanic","Indo-European","__","-31","22","'afr'"
"Shuswap","Interior Salish","Salishan","__","52","-120","'shs'"
"Naga Pidgin","Creoles and Pidgins","other","__","25.6666666667","94","'nag'"
"Nigerian Pidgin","Creoles and Pidgins","other","__","6.5","3.33333333333","'pcm'"
"Nar-Phu","Bodic","Sino-Tibetan","Tibeto-Burman","28.6666666667","84.25","'npa'"
"Siar","Oceanic","Austronesian","Eastern Malayo-Polynesian","-4.66666666667","152.916666667","'sjr'"
"Nahuatl (Pajapan)","Aztecan","Uto-Aztecan","__","18.25","-94.75","'nhp'"
"Napu","Sulawesi","Austronesian","__","-1.33333333333","120.416666667","'npy'"
"Nadroga","Oceanic","Austronesian","Eastern Malayo-Polynesian","-18.0833333333","177.416666667","'fij'"
"Mixtec (Jamiltepec)","Mixtecan","Oto-Manguean","__","16.25","-97.8333333333","'mxt'"
"Mixtec (San Juan Colorado)","Mixtecan","Oto-Manguean","__","16.5","-98","'mjc'"
"Ndumu","Bantoid","Niger-Congo","Benue-Congo","-1.66666666667","13.5833333333","'nmd'"
"Manjaku","Northern Atlantic","Niger-Congo","Atlantic","12","-16.25","'mfv'"
"Hayu","Bodic","Sino-Tibetan","Tibeto-Burman","27.25","86","'vay'"
"Urub Sign Language","Sign Languages","other","__","-2.33333333333","-46","'uks'"
"Kabui","Kuki-Chin","Sino-Tibetan","Tibeto-Burman","24.8333333333","94","'nkf'"
"Kambot","Botin","Lower Sepik-Ramu","__","-4.25","144.133333333","'kbx'"
"Kabyle","Berber","Afro-Asiatic","__","36.5","5","'kab'"
"Kamba","Bantoid","Niger-Congo","Benue-Congo","-1.5","38","'kam'"
"Kabiy","Gur","Niger-Congo","__","9.66666666667","1.16666666667","'kbp'"
"Jingpho","Jinghpo","Sino-Tibetan","Tibeto-Burman","25.4166666667","97","'kac'"
"Kayan (Baram)","Kayan-Murik","Austronesian","__","3.5","114.5","'kys'"
"Karen (Bwe)","Karen","Sino-Tibetan","Tibeto-Burman","19.5","97","'bwe'"
"Kabatei","Iranian","Indo-European","__","36.75","49.4166666667","'xkp'"
"Kanembu","Western Saharan","Nilo-Saharan","Saharan","14","15","'kbl'"
"Tsonga","Bantoid","Niger-Congo","Benue-Congo","-24","32","'tso'"
"Tsou","Tsouic","Austronesian","__","23.5","120.75","'tsu'"
"Tanzania Sign Language","Sign Languages","other","__","-6","35","'tza'"
"Tasmanian","Tasmanian","Tasmanian","__","-42.1666666667","146.5","'_89'"
"Tewa (San Juan Pueblo)","Kiowa-Tanoan","Kiowa-Tanoan","__","36.0833333333","-106.083333333","'tew'"
"Tamashek","Berber","Afro-Asiatic","__","20","-2","'taq'"
"Tmpisa Shoshone","Numic","Uto-Aztecan","__","37","-117","'par'"
"Tsimshian (Coast)","Tsimshianic","Penutian","__","52.5","-129","'tsi'"
"Tsafiki","Barbacoan","Barbacoan","__","-1","-79.3333333333","'cof'"
"Eudeve","Cahita","Uto-Aztecan","__","29.1666666667","-109.666666667","'opt'"
"Bandjalang (Yugumbir)","Pama-Nyungan","Australian","__","-27.9166666667","153","'bdy'"
"Bayso","Eastern Cushitic","Afro-Asiatic","Cushitic","6.25","37.75","'bsw'"
"Tsakhur","Lezgic","Nakh-Daghestanian","Daghestanian","41.6666666667","47.1666666667","'tkr'"
"L","Kam-Tai","Tai-Kadai","__","22","100.666666667","'khb'"
"Tsez","Avar-Andic-Tsezic","Nakh-Daghestanian","Daghestanian","42.25","45.75","'ddo'"
"Tswana","Bantoid","Niger-Congo","Benue-Congo","-24","26","'tsn'"
"Tsat","Malayic","Austronesian","__","18.25","109.5","'huq'"
"Taushiro","Taushiro","Taushiro","__","-3.25","-75.5","'trr'"
"Tamil (Spoken)","Southern Dravidian","Dravidian","__","11","78","'tam'"
"Byansi","Bodic","Sino-Tibetan","Tibeto-Burman","30.1666666667","80.5","'bee'"
"Dadibi","Teberan","Teberan-Pawaian","__","-6.55","144.583333333","'mps'"
"Daga","Dagan","Dagan","__","-10","149.333333333","'dgz'"
"Da'a","Sulawesi","Austronesian","__","-1","119.583333333","'kzf'"
"Daba","Biu-Mandara","Afro-Asiatic","Chadic","10.1666666667","13.75","'dbq'"
"Damana","Aruak","Chibchan","__","11","-73.5","'mbp'"
"Dan","Eastern Mande","Niger-Congo","Mande","7.5","-8","'daf'"
"Dahalo","Southern Cushitic","Afro-Asiatic","Cushitic","-2.33333333333","40.5","'dal'"
"Dakota","Siouan","Siouan","__","45","-93.5","'dak'"
"Datooga","Nilotic","Nilo-Saharan","Eastern Sudanic","-4.33333333333","35.3333333333","'tcc'"
"Sika","Central Malayo-Polynesian","Austronesian","__","-8.7","122.25","'ski'"
"Dw","Nadahup","Nadahup","__","-0.25","-67.0833333333","'kwa'"
"Darai","Indic","Indo-European","__","24","84","'dry'"
"Day","Adamawa","Niger-Congo","Adamawa-Ubangi","8.75","17.8333333333","'dai'"
"Karen (Pwo)","Karen","Sino-Tibetan","Tibeto-Burman","13","99.1666666667","'kjp'"
"Baure","Arawakan","Arawakan","__","-13.0833333333","-64.1666666667","'brg'"
"Kpan","Platoid","Niger-Congo","Benue-Congo","7.58333333333","10.1666666667","'kpk'"
"Kpelle","Western Mande","Niger-Congo","Mande","7","-10","'xpe'"
"Sila","Daju","Nilo-Saharan","Eastern Sudanic","12.3333333333","21.75","'dau'"
"Kapampangan","Northern Philippines","Austronesian","__","15.3333333333","120.5","'pam'"
"Kapingamarangi","Oceanic","Austronesian","Eastern Malayo-Polynesian","1.05","154.75","'kpg'"
"Kposo","Kwa","Niger-Congo","__","7.5","0.833333333333","'kpo'"
"Sinaugoro","Oceanic","Austronesian","Eastern Malayo-Polynesian","-9.83333333333","147.833333333","'snc'"
"Halkomelem (Upriver)","Central Salish","Salishan","__","49.25","-121.916666667","'hur'"
"Senadi","Gur","Niger-Congo","__","9.5","-6.25","'sef'"
"Hualapai","Yuman","Hokan","__","35.5","-113.75","'yuf'"
"Halang","Bahnaric","Austro-Asiatic","Mon-Khmer","14.5","107.5","'hal'"
"Halkomelem (Island)","Central Salish","Salishan","__","49.2","-123","'hur'"
"Halbi","Indic","Indo-European","__","21","81","'hlb'"
"Resgaro","Arawakan","Arawakan","__","-2.41666666667","-71.5","'rgr'"
"Shina","Indic","Indo-European","__","36","74","'scl'"
"Retuar","Tucanoan","Tucanoan","__","-0.5","-70.6666666667","'tnc'"
"Rejang","Rejang","Austronesian","__","-3.41666666667","102.5","'rej'"
"Soninke","Western Mande","Niger-Congo","Mande","15","-10.5","'snk'"
"Rendille","Eastern Cushitic","Afro-Asiatic","Cushitic","2","37.5","'rel'"
"Weri","Goilalan","Trans-New Guinea","__","-7.75","146.916666667","'wer'"
"Remo","Munda","Austro-Asiatic","__","18","82","'bfw'"
"Columbia-Wenatchi","Interior Salish","Salishan","__","47.5","-120","'col'"
"Sanuma","Yanomam","Yanomam","__","4.5","-64.6666666667","'xsu'"
"Bandjalang (Waalubal)","Pama-Nyungan","Australian","__","-29.0833333333","152.583333333","'bdy'"
"Bajau (West Coast)","Sama-Bajaw","Austronesian","__","6.33333333333","116.333333333","'bdr'"
"Quechan","Yuman","Hokan","__","32.8333333333","-114.333333333","'yum'"
"Quileute","Chimakuan","Chimakuan","__","47.9166666667","-124.25","'qui'"
"Sipakapense","Mayan","Mayan","__","15.25","-91.75","'qum'"
"Sentani","Sentani","Sentani","__","-2.58333333333","140.583333333","'set'"
"Pilag","Guaicuruan","Guaicuruan","__","-25","-60","'plg'"
"Vafsi","Iranian","Indo-European","__","34.6666666667","49.9166666667","'vaf'"
"Pingilapese","Oceanic","Austronesian","Eastern Malayo-Polynesian","6.21666666667","160.7","'pif'"
"Iha","West Bomberai","West Bomberai","__","-2.91666666667","132.25","'ihp'"
"Russian Sign Language","Sign Languages","other","__","56","44","'rsl'"
"Romansch (Surmeiran)","Romance","Indo-European","__","46.5833333333","9.75","'roh'"
"Rushan","Iranian","Indo-European","__","38.1666666667","71.5","'sgh'"
"Cayuvava","Cayuvava","Cayuvava","__","-13.5","-65.5","'cyb'"
"Romani (Sepecides)","Indic","Indo-European","__","38.25","27","'_62'"
"Romansch (Scharans)","Romance","Indo-European","__","46.75","9.5","'roh'"
"Chatino (Yaitepec)","Zapotecan","Oto-Manguean","__","16.25","-97.25","'ctp'"
"Cayuga","Northern Iroquoian","Iroquoian","__","42.75","-76.75","'cay'"
"Romansch (Sursilvan)","Romance","Indo-European","__","46.6666666667","8.83333333333","'roh'"
"Udihe","Tungusic","Altaic","__","47.6666666667","136.25","'ude'"
"Udi","Lezgic","Nakh-Daghestanian","Daghestanian","41","48","'udi'"
"Cheyenne","Algonquian","Algic","__","47","-95","'chy'"
"Ogbia","Cross River","Niger-Congo","Benue-Congo","4.66666666667","6.25","'ogb'"
"Beja","Beja","Afro-Asiatic","Cushitic","18","36","'bej'"
"Bengali","Indic","Indo-European","__","24","90","'ben'"
"Beothuk","Beothuk","Beothuk","__","48","-57","'bue'"
"Belhare","Bodic","Sino-Tibetan","Tibeto-Burman","26.9666666667","87.3","'byw'"
"Bemba","Bantoid","Niger-Congo","Benue-Congo","-10","28.25","'bmy'"
"Benabena","Eastern Highlands","Trans-New Guinea","__","-6.16666666667","145.5","'bef'"
"Bengali (Chittagong)","Indic","Indo-European","__","22.3333333333","91.8333333333","'ctg'"
"Begak-Ida'an","Northwest Malayo-Polynesian","Austronesian","__","5.25","118.833333333","'dbj'"
"Beembe","Bantoid","Niger-Congo","Benue-Congo","-3.91666666667","14.0833333333","'beq'"
"Bezhta","Avar-Andic-Tsezic","Nakh-Daghestanian","Daghestanian","42.0833333333","46.1666666667","'kap'"
"Yamphu","Bodic","Sino-Tibetan","Tibeto-Burman","27.5833333333","87.3333333333","'ybi'"
"Sedang","Bahnaric","Austro-Asiatic","Mon-Khmer","14.8333333333","108","'sed'"
"Berta","Berta","Nilo-Saharan","__","10.3333333333","34.6666666667","'wti'"
"Secoya","Tucanoan","Tucanoan","__","-0.333333333333","-76","'sey'"
"Bt","Kru","Niger-Congo","__","6.25","-6.25","'bev'"
"Sena","Bantoid","Niger-Congo","Benue-Congo","-18","35.25","'seh'"
"Sema","Kuki-Chin","Sino-Tibetan","Tibeto-Burman","26","94.5","'nsm'"
"Miisiirii","Taman","Nilo-Saharan","Eastern Sudanic","13.5","22","'tma'"
"Mikir","Kuki-Chin","Sino-Tibetan","Tibeto-Burman","26.3333333333","93.5","'mjw'"
"Miju","Tani","Sino-Tibetan","Tibeto-Burman","29","96","'mxj'"
"Milang","Tani","Sino-Tibetan","Tibeto-Burman","28.5","95.25","'adi'"
"Minangkabau","Malayic","Austronesian","__","-1","101","'min'"
"Micmac","Algonquian","Algic","__","45","-63","'mic'"
"Mien","Hmong-Mien","Hmong-Mien","__","25","111","'ium'"
"Midob","Nubian","Nilo-Saharan","Eastern Sudanic","15.0833333333","26.25","'mei'"
"Migama","East Chadic","Afro-Asiatic","Chadic","12.1666666667","19.8333333333","'mmy'"
"Miya","West Chadic","Afro-Asiatic","Chadic","10.9166666667","9.66666666667","'mkf'"
"Mizo","Kuki-Chin","Sino-Tibetan","Tibeto-Burman","23.1666666667","92.8333333333","'lus'"
"Miskito","Misumalpan","Misumalpan","__","14","-83.6666666667","'miq'"
"Miriwung","Djeragan","Australian","__","-15.6666666667","129","'mep'"
"Mituku","Bantoid","Niger-Congo","Benue-Congo","-1.66666666667","25.5","'zmq'"
"Munduruk","Munduruku","Tupian","__","-7","-58","'myu'"
"Solon","Tungusic","Altaic","__","48","120","'evn'"
"Awyi","Border","Border","__","-2.91666666667","140.583333333","'auw'"
"Awtuw","Ram","Sepik","__","-3.58333333333","142","'kmn'"
"Awa Pit","Barbacoan","Barbacoan","__","1.5","-78.25","'kwi'"
"Awngi","Central Cushitic","Afro-Asiatic","Cushitic","10.8333333333","36.6666666667","'awn'"
"Akwa","Bantoid","Niger-Congo","Benue-Congo","10.0833333333","6.33333333333","'png'"
"Aekyom","Awin-Pare","Awin-Pare","__","-5.75","141.416666667","'awi'"
"Arrernte (Western)","Pama-Nyungan","Australian","__","-24","132.5","'are_aer'"
"Awadhi","Indic","Indo-European","__","27.5","81.5","'awa'"
"Awa","Eastern Highlands","Trans-New Guinea","__","-6.66666666667","145.75","'awb'"
"Urdu","Indic","Indo-European","__","25","67","'urd'"
"Ura","Oceanic","Austronesian","Eastern Malayo-Polynesian","-18.6666666667","169.083333333","'uur'"
"Urak Lawoi'","Malayic","Austronesian","__","8","98.3333333333","'urk'"
"Chinook (Lower)","Chinookan","Penutian","__","46.25","-123.5","'chh'"
"Urarina","Urarina","Urarina","__","-4.5","-75.5","'ura'"
"Urhobo","Edoid","Niger-Congo","Benue-Congo","5.58333333333","6","'urh'"
"Cheke Holo","Oceanic","Austronesian","Eastern Malayo-Polynesian","-8.33333333333","159.666666667","'mrn'"
"Urub-Kaapor","Tupi-Guaran","Tupian","__","-2.33333333333","-46.5","'urb'"
"Chinook (Upper)","Chinookan","Penutian","__","45.5","-122.5","'wac'"
"Uru","Uru-Chipaya","Uru-Chipaya","__","-16.75","-69","'ure'"
"Canela-Krah","Ge-Kaingang","Macro-Ge","__","-6","-46","'xra_ram'"
"Dabida","Bantoid","Niger-Congo","Benue-Congo","-4","38.6666666667","'dav'"
"Dutch (Brabantic)","Germanic","Indo-European","__","50.75","4.5","'nld'"
"Dan (Blowo)","Eastern Mande","Niger-Congo","Mande","7.33333333333","-8.16666666667","'daf'"
"Kashubian","Slavic","Indo-European","__","54","18","'csb'"
"Ngemba","Bantoid","Niger-Congo","Benue-Congo","6.2","10","'nge'"
"Ngan'gityemerri","Southern Daly","Australian","Daly","-14.25","130.416666667","'nam'"
"Kosop","Adamawa","Niger-Congo","Adamawa-Ubangi","9.91666666667","15.9166666667","'kia'"
"Kisi (Southern)","Southern Atlantic","Niger-Congo","Atlantic","8.5","-10.25","'kss'"
"Kisar","Central Malayo-Polynesian","Austronesian","__","-8.08333333333","127.116666667","'kje'"
"Javanese","Javanese","Austronesian","__","-7","111","'jav'"
"Ngambay","Bongo-Bagirmi","Nilo-Saharan","Central Sudanic","8.66666666667","16","'sba'"
"Ngandi","Ngandi","Australian","Gunwinyguan","-13.8333333333","135","'nid'"
"Ngoni","Bantoid","Niger-Congo","Benue-Congo","-11","36","'ngo'"
"Jarawa (in Nigeria)","Bantoid","Niger-Congo","Benue-Congo","9.5","10.5","'jar'"
"Ngiyambaa","Pama-Nyungan","Australian","__","-31.75","145.5","'wyb'"
"Ngadjumaja","Pama-Nyungan","Australian","__","-32.3333333333","123.833333333","'nju'"
"Jaqaru","Aymaran","Aymaran","__","-13","-76","'jqr'"
"Koyraboro Senni","Songhay","Nilo-Saharan","__","16","0","'ses'"
"Nguna","Oceanic","Austronesian","Eastern Malayo-Polynesian","-16.9166666667","168.5","'llp'"
"Karen (Sgaw)","Karen","Sino-Tibetan","Tibeto-Burman","18","97","'ksw'"
"Jaminjung","Jaminjungan","Australian","__","-15.0833333333","130.5","'djd'"
"Keresan (Santa Ana)","Keresan","Keresan","__","35.4166666667","-106.666666667","'kee'"
"Jakaltek","Mayan","Mayan","__","15.6666666667","-91.6666666667","'jac'"
"Jahai","Aslian","Austro-Asiatic","Mon-Khmer","5.75","101.5","'jhi'"
"Kasem","Gur","Niger-Congo","__","11.25","-1.25","'xsm'"
"Kenyan Sign Language","Sign Languages","other","__","0","38","'xki'"
"Jad","Bodic","Sino-Tibetan","Tibeto-Burman","30.8333333333","79","'bod'"
"Kasong","Pearic","Austro-Asiatic","Mon-Khmer","12.75","102.116666667","'_30'"
"Jabm","Oceanic","Austronesian","Eastern Malayo-Polynesian","-6.58333333333","147.783333333","'jae'"
"Kashaya","Pomoan","Hokan","__","38.6666666667","-123.333333333","'kju'"
"Ngizim","West Chadic","Afro-Asiatic","Chadic","12.0833333333","10.9166666667","'ngi'"
"Tangbe","Bodic","Sino-Tibetan","Tibeto-Burman","28.9166666667","83.75","'skj'"
"Mondunga","Ubangi","Niger-Congo","Adamawa-Ubangi","2.25","21.5","'ndt'"
"Mangghuer","Mongolic","Altaic","__","36","102","'mjg'"
"Mnong (Eastern)","Bahnaric","Austro-Asiatic","Mon-Khmer","12.6666666667","108.5","'mng'"
"Mongondow","Sulawesi","Austronesian","__","0.666666666667","124","'mog'"
"Mungaka","Bantoid","Niger-Congo","Benue-Congo","5.91666666667","10","'mhk'"
"Magi","Mailuan","Trans-New Guinea","__","-10.3333333333","149.333333333","'mgu'"
"Magahi","Indic","Indo-European","__","23.5","85.5","'mag'"
"Mongo","Bantoid","Niger-Congo","Benue-Congo","0","21","'lol'"
"Magindanao","Southern Philippines","Austronesian","__","6.83333333333","124.5","'mdh'"
"Tabwa","Bantoid","Niger-Congo","Benue-Congo","-8","29.5","'tap'"
"Mingrelian","Kartvelian","Kartvelian","__","42.5","42","'xmf'"
"Mango","Bongo-Bagirmi","Nilo-Saharan","Central Sudanic","8.75","17","'mge'"
"Tabla","Sentani","Sentani","__","-2.45","140.416666667","'tnm'"
"Musgu","Biu-Mandara","Afro-Asiatic","Chadic","10.8333333333","14.9166666667","'mug'"
"Tabare","Chimbu","Trans-New Guinea","__","-6.08333333333","145","'sst'"
"Tbatulabal","Tubatulabal","Uto-Aztecan","__","36","-118.333333333","'tub'"
